customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
bdd640fb-0667-4ad1-9c80-317fa3b1799d,52c83bfc-5b48-461f-9b1b-4cd736ba4918,12968,Barros,SP
23b8c1e9-3924-46de-beb1-3b9046685257,ca9128fb-c094-4932-92cb-8f692182b518,50380,Campos do Norte,GO
bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,d972c236-db84-4c06-984d-6427adaad2f9,62481,Porto de Santos,PR
972a8469-1641-4f82-8b9d-2434e465e150,1b4142aa-8aa4-41e9-a9aa-aa7e483eb6a1,12339,Dias,MG
17fc695a-07a0-4a6e-8822-e8f36c031199,bc5e3e2f-cebc-4bd7-b837-8be20bb68d75,21455,Nogueira,SP
9a1de644-815e-46d1-bb8f-aa1837f8a88b,9981d28f-a09c-4325-b047-fbeb2483c458,99410,Correia do Sul,SP
b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,2d49d235-bc77-4a20-b4a4-cb8027379316,32912,Rocha Alegre,SP
6b65a6a4-8b81-48f6-b38a-088ca65ed389,10fd7164-819f-4393-82ce-ef41b2cfba8b,91796,Pastor,BA
47378190-96da-4dac-b2ff-5d2a386ecbe0,1c66021e-1a79-4ec1-9def-b7bb945094c8,75251,Moreira do Sul,MG
c241330b-01a9-471f-9e8a-774bcf36d58b,140642a8-2f61-4334-b608-93b22febcc33,91481,Leão do Norte,RS
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,279f5df0-da2d-4df9-a3c1-4a53acf96a12,2675,Correia,SP
371ecd7b-27cd-4130-8722-9389571aa876,4c618a43-6f04-4c76-b3e6-922da5044925,50468,Siqueira,PE
1a2a73ed-562b-4f79-8374-59eef50bea63,a1001bc8-9758-425f-9ad8-e2dafe17ddb3,46486,Barros da Serra,SC
5be6128e-18c2-4797-a142-ea7d17be3111,2ba46308-7e77-46aa-8015-575691b0af07,62475,Aparecida de da Mota,SP
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,01a4c2d1-4edf-4a12-b2f2-40e365e1605b,31959,Sales,SP
759cde66-bacf-43d0-8b1f-9163ce9ff57f,164b85f0-cbfc-421c-bf78-042820bb859a,64627,Cavalcanti do Sul,SP
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,a8b97820-e92c-4b92-a279-67a3753439c0,62575,da Mota da Prata,SP
4b0dbb41-8d52-48f1-942c-3fe860e7a113,380cc838-2c94-4f5a-88ba-d5fb32a4a8a4,85591,Campos Alegre,RJ
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,6e4ff4a4-19cb-44c8-9b45-03bce892464d,7683,Nunes de Sampaio,RJ
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,38c6430f-3b3e-47bd-bae9-6dd3a2209a31,29014,Nunes,SP
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,64c46086-919f-402e-a194-c7b1bcef40f8,70701,Borges de Camargo,MG
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,57bd0ca8-54ce-40ea-bb9d-92c0d8d0b8db,49873,Cirino,SP
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,cd14eacb-7da8-4631-8c6d-8ddd1edfc59e,65625,Cirino,SP
7412b293-4729-4739-a14f-f3d719db3ad0,57bd0ca8-54ce-40ea-bb9d-92c0d8d0b8db,59438,Pastor do Sul,SP
29a3b2e9-5d65-4441-9588-42dea2bc372f,cc876b1c-a987-499b-bd4c-938cd76ac5a8,97295,Viana,RJ
ab9099a4-35a2-40ae-9af3-05535ec42e08,bca37653-50c7-4baa-aa3c-6137e48623dd,86671,Cunha,PR
aefcfad8-efc8-4849-b3aa-7efe4458a885,6906d118-6f75-43b2-9818-61124cdedddb,27619,Marques de Minas,SP
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,743de03a-e05c-4fb9-ae0e-f4aae65e0ac3,42074,das Neves,RJ
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,ba303cce-3590-47e0-bd2e-7d9ee2c6093e,38764,Souza,MG
451b4cf3-6123-4df7-b656-af7229d4beef,cb9aefff-6ef7-45aa-9f7a-63af9cc41ca3,72407,das Neves,SP
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,acffa99f-f005-4f9a-a6a2-c94556f11afb,82474,Garcia,MG
5304317f-af42-412f-b838-b3268e944239,999921ec-9d2f-4e76-beb2-d1727be19731,87171,Cavalcanti Paulista,SP
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1a8a76f3-6949-4fce-aeb8-1b7d9dc33d41,46082,Nunes,SP
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,c9ac376c-fe11-430e-90fc-fdaa274b369e,3680,Jesus de Goiás,GO
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,f69f239b-578e-411f-adb4-6c7fe6d1fe21,3270,da Mata,PE
9132b63e-f162-47e4-a9c3-49e03602f8ac,43470982-6808-4471-ac87-ae14f8505ae9,44732,Cavalcanti,SC
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,b366ffd1-ae4d-4a19-a2c2-aa2466e9a80e,56974,da Luz dos Dourados,SP
e27a984d-6548-41d0-bfcd-9eb1a7cad415,690a7b80-af8d-488d-9811-70c1d8d2660e,86664,Borges do Amparo,SP
24933b83-7577-40a9-a491-f0b2ea1fca65,23ac64e5-d1aa-4b53-8755-66c2dde4cd87,3149,Pacheco da Praia,RS
beb79919-3f22-4af8-a3be-d01d43cf2fde,f9fc9c3f-3206-4388-9804-550b6c0c32f9,24494,Vargas do Galho,RJ
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,140642a8-2f61-4334-b608-93b22febcc33,72885,Pires de Rodrigues,SP
956269f0-e5d7-4875-adad-d6c795a76d79,60b217f9-65f3-4984-9c0d-8fccf8f960bd,69268,Andrade,RJ
ff50bde4-3825-47b8-9cab-cc97663f1c97,a7ee2f23-9e31-4cfd-9f09-87e9259b5aea,68902,Cassiano da Prata,SP
