order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ed919b55-91c3-4f13-a540-ecd11f0e523d,1,283ca7ec-d8b4-4757-991a-de99c23e471a,3286ec32-30d4-41a6-a60b-7370281ef235,2018-04-15 00:00:00,82.86,33.12
c0c36528-3e9d-447a-96ce-7d179a7db4b4,1,b88cacbc-9383-4057-9761-0223aba78b51,5250e4da-8044-44ed-b62b-6006b72ac824,2018-06-22 00:00:00,28.61,23.51
b4a7ea99-d572-4408-be11-bb319b828fab,1,7de50d45-cb00-4bbf-af05-45d36595fa90,e778feaf-3c7d-4a5f-837e-d4db48534f2b,2018-07-02 00:00:00,21.53,8.04
469a09ee-422b-48e9-9b93-db00f1db228c,1,e4ac1e29-d3c6-456c-9a2c-fba89d88e7a4,967e8e7b-94e6-4bda-a8a7-21b530683a88,2017-12-01 00:00:00,35.3,26.24
39f6549b-48fb-45d1-b36d-8da9940cbc1d,1,3841a305-125d-4ccd-a8f5-314fe37355f3,f4351ab7-2140-4a62-970e-aaee9aa0b64c,2017-06-28 00:00:00,171.23,20.88
e087e259-4507-4307-a183-cfa3932df381,1,896231dc-4b67-463a-9d73-62f236b86a13,c40d4616-ae9f-4772-9541-7f438de848d5,2017-11-29 00:00:00,12.63,46.29
869c6fdd-0465-48d7-8388-06fe68f06068,1,77e0ad89-1197-4eb0-aee4-9d62af4219dd,3965b77d-2ff2-4b42-ba61-2f2d0b10567c,2017-09-24 00:00:00,51.69,40.09
a84a3aee-d636-489d-ad0f-c0f7c252714e,1,13e69df3-2fc0-4e9c-854a-05f95a8d9931,f645fab6-ffea-47f5-83d5-aee01645864a,2017-05-17 00:00:00,83.29,36.62
256714d6-2bdc-43d7-8fb5-1ba1b31985d0,1,26bbf675-ac6a-45e1-843c-f3a152105009,aef1c658-d244-4f37-ae00-99432363ffd7,2017-04-30 00:00:00,13.45,43.07
5404211d-97e3-423f-8c38-f74b397ab7cc,1,c3608f0d-eccc-430e-8bf0-afdbd3d17709,3210b523-50a7-46a7-a480-a4f2cd18ffcd,2018-01-05 00:00:00,77.64,32.84
9afe08a7-20d8-42e4-ab8d-864280210c15,1,299a7d68-7a0d-4be1-8105-ab46b8ee0ec6,504598f7-3ce6-4c4e-b566-dbfe289b73ce,2018-01-01 00:00:00,60.55,21.4
ef67e86a-b93a-402f-ba1e-827ab91340e3,1,38529f46-69a3-418b-910a-d03273eb0a4e,54bd5eab-b5ff-4964-abc4-ce1cb1c14c7c,2017-09-10 00:00:00,113.31,33.45
ab441946-935b-4c84-bd03-026637f15695,1,74202299-2ad2-45f1-a07e-683f9ac1b7f0,9f817220-48e4-42df-9e6e-fe84cf119520,2018-04-22 00:00:00,31.55,13.85
c541ea01-a47d-4853-887e-649dd14c6d19,1,286cb3e0-02b5-466d-8f3c-c54ff644404d,981fd1de-4332-4022-a7e7-6f6473535551,2018-08-14 00:00:00,10.36,7.1
dbaea49d-9527-4102-85bb-0541e1e0d3d7,1,7de50d45-cb00-4bbf-af05-45d36595fa90,23c05ef5-3039-40c0-8dba-b3c3b0a20005,2017-10-11 00:00:00,21.53,14.74
3fca1417-1989-4db9-8505-13d0ef0abbd0,1,ad409867-d6c4-422e-abf8-2001e470dab0,44910d46-3ee4-49a1-a0c1-ea7cf7f4c985,2018-07-19 00:00:00,80.9,7.76
3fca1417-1989-4db9-8505-13d0ef0abbd0,2,0ba9ee1e-7588-4aa1-b9e3-35438d1d37a3,4ac1c505-1328-4d7c-bcbf-9e447b69082f,2018-03-06 00:00:00,74.34,39.22
020ab8a8-f7a3-4987-9a86-45c4285e9704,1,eeb3ab22-7077-433e-904c-c4db270a4855,5469ca36-9cc4-4e9c-8ace-510f6c8375b5,2018-08-22 00:00:00,78.71,20.25
922d82ff-c29f-4a8f-a4eb-5ab9ff69af1c,1,741aa26d-cbca-4bdb-94b0-f5527fd7559e,3e36edc5-95cd-4cb9-888b-9499e2dff5e3,2017-04-04 00:00:00,65.02,34.86
b0f732d8-0fab-4fb8-a10b-f60a720f1c3d,1,cf998da3-4f94-4b3e-8e05-a28133c25e62,5e3eb6ea-505f-4659-9b60-15efb5da3a96,2017-03-15 00:00:00,117.57,5.2
7a8e854f-dc44-4179-9d7a-0bd02c5fd1ca,1,89887d52-7599-4475-9b13-9a48492eb70c,fc98036a-7394-4e22-b1e2-640c583cb7cb,2018-08-21 00:00:00,77.6,12.81
53aab43a-7a9b-4b2c-8b19-1955c2fdb44a,1,37790ead-f6d4-417d-b849-0b53facc2e35,fb618e63-e9ca-4e13-8aba-10fffd16e3c1,2017-05-29 00:00:00,36.14,8.5
84c12470-da04-43df-a634-727d4d25d614,1,181d40f9-b0d3-4e6f-b437-e2042adfedf8,693c1915-0a7b-4ebf-8968-4ea326178762,2017-10-20 00:00:00,60.3,27.75
a15b293e-497d-4e5c-b155-dc875905fd87,1,e4540286-9dd9-4646-9d89-2032e16874df,12da42fd-4060-42c4-b863-30781d115c12,2018-01-24 00:00:00,49.34,49.06
5edbf93e-69ad-4a79-88cc-684db5b2872b,1,f324a4fd-8f13-42bb-9b55-667b3aa74acf,4f25a44b-f970-4448-ab08-61f231cec987,2017-10-10 00:00:00,175.88,10.13
95ea378b-cce3-4db7-b8fd-780c5630899b,1,8cdc6715-5512-4507-9f15-ee3f891887a7,caffe132-eeef-4ef0-afe0-665c43f5c5f3,2018-04-19 00:00:00,24.45,33.08
202b50d1-c71a-4cec-9bf0-d42a21c4f6d5,1,5dbc7f05-ac8f-4183-9702-d8c1be3ff70d,cca047a9-462b-4275-9048-24685c46876c,2018-03-15 00:00:00,28.31,9.45
0afc32bc-0299-4355-be93-3783098bfdfb,1,f4b3593f-0b38-4c49-8853-338d7024cf94,1c74ca36-6441-4abd-8c98-12357858f301,2018-07-19 00:00:00,94.31,22.41
0afc32bc-0299-4355-be93-3783098bfdfb,2,a5b06be6-4d63-46fe-822f-6ca558029d89,8d0f24a5-1b97-4c23-a8fd-74e1c416b278,2017-05-13 00:00:00,149.05,33.28
6ece6ce9-9112-448d-8734-07a34d40e14f,1,5820ea4f-cd18-4ea5-9740-e77b1d522106,a9a4de81-ed5b-4d52-bfd0-ea2a904fda43,2018-03-24 00:00:00,112.32,46.66
edcc6a95-61aa-442d-8dec-48e4d92757a8,1,30396a9f-4f0b-4593-942d-439361d9e819,a286af80-f4e0-458b-97de-d33198d947f3,2017-04-27 00:00:00,72.02,28.16
