order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
0b7bb046a3f3439e8ddae18cdf611157,767543b991ee41efafeb78879732860d,delivered,2018-01-22 17:59:44,2018-01-22 18:54:44,2018-01-23 18:54:44,2018-01-28 18:54:44,2018-02-22 17:59:44
dbd7f8139a374145b351914824e8bbb0,1e99d388c47d472b8477a29e5b5228b3,approved,2017-12-29 13:50:22,2017-12-29 14:05:22,,,2018-01-22 13:50:22
da7cf6e3e72f4622a9c059c3130388d1,0bfa7da5fd5146e9bfa5d31e097d4ba4,processing,2018-01-10 12:16:23,,,,2018-02-06 12:16:23
0b9ab2d9e208417ea29c483c9515ad94,d350e558b6cb4dd49c3083271dc710e9,delivered,2017-06-14 09:16:15,2017-06-14 09:31:15,2017-06-15 09:31:15,2017-06-17 09:31:15,2017-07-16 09:16:15
bff6799dcbeb46d78964315f17c006f0,d0bac67b34d243849051296fe4a87994,delivered,2017-09-11 14:24:57,2017-09-11 14:53:57,2017-09-14 14:53:57,2017-09-18 14:53:57,2017-09-29 14:24:57
7723df7e3e0f4fc58731de80d5b88492,3c278c93dcb1401dbeba990f93c23428,delivered,2018-06-05 20:54:49,2018-06-05 21:06:49,2018-06-07 21:06:49,2018-06-22 21:06:49,2018-07-05 20:54:49
15ce3d5a56374c939c7d3892567cb12f,b2de992f3fee49faa196fe5bd6da568e,delivered,2017-03-12 05:57:23,2017-03-12 06:52:23,2017-03-15 06:52:23,2017-03-29 06:52:23,2017-04-20 05:57:23
2e248787594240b29830310b58fe24fb,0ca0c327feb74274ab8224e6acb12310,delivered,2018-04-12 13:28:33,2018-04-12 13:37:33,2018-04-15 13:37:33,2018-04-22 13:37:33,2018-05-14 13:28:33
8c79382b30914a8b8f955d4a02e398ab,8fd1d4b9904f4eb5bfd587a8a4606899,delivered,2018-07-18 03:30:11,2018-07-18 03:59:11,2018-07-23 03:59:11,2018-08-06 03:59:11,2018-08-22 03:30:11
5558a504658d457eae9ecba5ea155000,55242e3a47304d098d08a3f863c04a56,delivered,2017-07-21 05:51:40,2017-07-21 06:03:40,2017-07-24 06:03:40,2017-07-26 06:03:40,2017-08-02 05:51:40
0745d25f007f4d8f98c60ff663b1184e,2839778858f84c4492716763dca3c4c6,delivered,2018-04-05 23:25:01,2018-04-05 23:42:01,2018-04-06 23:42:01,2018-04-16 23:42:01,2018-04-19 23:25:01
985eae7cd4c9497a964a6f59df337370,136df324986e48f6b83aa2c92c06fd3c,shipped,2017-10-23 07:21:01,2017-10-23 08:02:01,2017-10-24 08:02:01,,2017-11-03 07:21:01
dfbfb9fb03d5488382d293d914612da7,4dce6c4bf15d4ba9b6329ffb4fa7a4ed,delivered,2017-05-28 11:12:12,2017-05-28 12:11:12,2017-06-01 12:11:12,2017-06-08 12:11:12,2017-07-01 11:12:12
54b363886a514e2ebf6e59e7bdb1487a,709d757f30434bb087b2b2e2c9e3e9a0,delivered,2018-06-12 15:06:36,2018-06-12 16:01:36,2018-06-14 16:01:36,2018-06-23 16:01:36,2018-07-11 15:06:36
c7315fab191e4a7a9d4d0f18e669d028,b514b8c0984c462082326751b8c321b9,delivered,2017-03-24 18:54:20,2017-03-24 19:24:20,2017-03-25 19:24:20,2017-04-03 19:24:20,2017-04-17 18:54:20
c8a0cd9c9bde408aada16a6b80d06417,d37f98c9bda74a6c84a336e12823893d,delivered,2017-08-19 13:11:31,2017-08-19 14:09:31,2017-08-21 14:09:31,2017-08-29 14:09:31,2017-09-12 13:11:31
d408e1572dce456f81704957ffb24069,356bb0ff75d84171b566bbf12ac526ef,delivered,2017-08-09 02:49:30,2017-08-09 03:03:30,2017-08-10 03:03:30,2017-08-20 03:03:30,2017-08-28 02:49:30
706fa9dbb6eb4685bbc89cf7852b3fed,9fda667f90454ebea49d13a0bd3bf9e5,delivered,2018-06-19 20:26:03,2018-06-19 20:38:03,2018-06-22 20:38:03,2018-07-06 20:38:03,2018-07-17 20:26:03
431ae7a93c2c48c485d71a14538c8463,de38b624e03046d3b329dfda7bf3d2f6,delivered,2017-06-17 13:02:01,2017-06-17 13:38:01,2017-06-20 13:38:01,2017-07-02 13:38:01,2017-07-09 13:02:01
dcd8a9a0558f4940ab8d9d03bc93eea4,8e7a3ea449404639a267a8adadf79be4,delivered,2017-09-16 18:15:52,2017-09-16 18:29:52,2017-09-18 18:29:52,2017-10-02 18:29:52,2017-10-25 18:15:52
f8757a9d9317413484d0f8eda9c741f6,8e748dbcdb0c42bbb953d7856dec7d88,shipped,2018-06-29 00:32:25,2018-06-29 01:24:25,2018-06-30 01:24:25,,2018-08-05 00:32:25
c29fbf9550b34d4e9ab73c08be0e792a,76bd71d9abd743bc8b8397c4a69e5da6,delivered,2018-01-14 15:44:43,2018-01-14 16:35:43,2018-01-18 16:35:43,2018-01-23 16:35:43,2018-02-14 15:44:43
2bc3e1ae1dc94b7e8c3a6cf835edd93d,8ec8101838b54f019ecabefcbeeef987,canceled,2017-05-04 15:34:36,2017-05-04 15:40:36,,,2017-05-26 15:34:36
40f1a7ee8f284854a3d1b7b7851e2f99,4b788d2c36a042e4bc1cea3ea90939ae,delivered,2018-06-11 12:56:50,2018-06-11 13:31:50,2018-06-14 13:31:50,2018-06-27 13:31:50,2018-07-03 12:56:50
efb2011a08554cd3b9293645ca79bce4,8e748dbcdb0c42bbb953d7856dec7d88,delivered,2018-07-19 11:41:15,2018-07-19 12:04:15,2018-07-22 12:04:15,2018-08-03 12:04:15,2018-08-04 11:41:15
686004c787d346719226c626630afcb9,3cb9cfea7c9e4e649d0a26beb859784c,delivered,2018-03-02 15:38:50,2018-03-02 16:08:50,2018-03-03 16:08:50,2018-03-06 16:08:50,2018-04-05 15:38:50
0e1f2414668941628be2e0b412efeea4,50c9b658819b44049ef571f30eef28a7,delivered,2017-02-12 00:55:53,2017-02-12 01:54:53,2017-02-15 01:54:53,2017-02-23 01:54:53,2017-02-27 00:55:53
3e361f8b44f0479bba2921d669213e85,2efd668176d646acbc51f165b5b81b5f,delivered,2017-12-10 05:18:35,2017-12-10 06:07:35,2017-12-14 06:07:35,2017-12-19 06:07:35,2017-12-24 05:18:35
73d9e5283af34077bd60202ab9f6b56f,2c614a9ede6f4cee943bc10add2106d7,delivered,2018-08-05 06:51:40,2018-08-05 07:08:40,2018-08-06 07:08:40,2018-08-12 07:08:40,2018-09-11 06:51:40
5d092e63b7f742bdbe3eae903d92df3c,a2cfdb72009546afbd3f4444c03fcdb3,delivered,2018-06-11 20:45:37,2018-06-11 21:40:37,2018-06-13 21:40:37,2018-06-20 21:40:37,2018-07-04 20:45:37
