review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
fdcbae86c9a44c1cb096a27503901863,919ad16ffc8b48369fdcef6d84a4e9c4,4,,Chegou antes do prazo.,2017-08-25 12:05:15,2017-08-26 04:05:15
bc84c38ef6994f6eb04dbb8a4bea1836,4540a24483a145db860bbfac0c8133ee,3,,Produto ok.,2018-02-11 17:51:01,2018-02-11 22:51:01
fd8ddfa80c4545a69fccec58cce12940,2849dffc685d4be9a825fbf08df86690,5,,Produto excelente!,2018-06-02 19:35:22,2018-06-04 01:35:22
0ef200c879ea418ab72148254f41bdc5,d632ffc5e2674e418e8aed6f8a3e6dd0,4,,Bom produto.,2017-04-22 17:41:56,2017-04-25 14:41:56
d2226527c6064d4b857d6dd8244070df,7e85fe536117429599119e648f00bcc7,2,,Qualidade inferior.,2017-09-03 07:39:17,2017-09-06 05:39:17
159a61d7d1fb4c4db95d3a02281f758c,882dcdcfdfa94536b19227a3165ca9c6,5,,Recomendo!,2018-02-27 07:00:58,2018-03-01 01:00:58
bb05046e90fc4b5fb76de0660029d461,599896a66bed4f96af66a624d57e6c1b,4,,Chegou antes do prazo.,2018-07-27 23:36:56,2018-07-30 20:36:56
b13a7895f2494e8b888ee6774e72142c,f0cf0ca248604b9f8bdb243dcd8cc77e,5,,Recomendo!,2017-06-08 06:36:08,2017-06-09 20:36:08
8afeab9ceaea4697a7694a05bf77e0a1,8fddde4f7d96405e827eda722d5d36b0,5,,Recomendo!,2018-02-15 04:43:54,2018-02-16 14:43:54
63a29e09be4649b5a249114b825aa991,0cc23da8d0054ac585b1e6b31f9dbee0,2,,Produto com defeito.,2017-02-28 13:25:02,2017-03-02 13:25:02
095478b13ce043a9a41ad7dc7a6e60c3,2e677df1509845d49e18636d0dc43d7a,5,,Otima compra!,2017-12-17 18:30:38,2017-12-20 08:30:38
716e09b8af8e4a2eb68bd95802257814,8b5c7268bce6466591453adf5b98580b,5,,Produto excelente!,2017-10-04 11:19:12,2017-10-05 10:19:12
90a9b1bb8c8d43978a8c9a6c8640b40e,3e361f8b44f0479bba2921d669213e85,1,,Produto chegou quebrado.,2017-12-26 06:07:35,2017-12-28 22:07:35
1d4e34ff0891462d8f97911ed29559bf,f54453b3506d465aa7065a6b8a7fcc01,5,,Muito bom!,2018-02-22 04:27:30,2018-02-22 09:27:30
a6bc77b7ddea4c118df7e5c9089805bf,6f70677c902e42a783913f5e7a5b2916,5,,Produto excelente!,2018-05-20 01:07:21,2018-05-21 06:07:21
a5895b2ffc5c458c95a48eb07ed97cb8,9bfcbbe7f21c401bb7f9ecc8b079e365,5,,Recomendo!,2017-05-13 19:18:20,2017-05-14 00:18:20
21ad681f5a8d4fa78aba70a0d63588b2,ae015924722e40d3b1d332f8fe2c542e,4,,Bom produto.,2017-06-01 17:15:27,2017-06-03 19:15:27
38ae30bdcc5444f7a7eca095f26b3f16,95cb5dad23ec4b9c9d198980d9e89e0c,5,,Produto excelente!,2017-09-24 02:06:50,2017-09-25 11:06:50
f5164e61483d4db58c28414c7708b216,221a6e745fe040be842d69bdb03a70a5,5,,Otima compra!,2018-09-06 15:43:55,2018-09-08 13:43:55
7e49045aa2d248ad8dde2542f1f04d55,fc78bb7c289a4bff90095fa45115ba54,4,,Bom produto.,2018-08-22 02:51:36,2018-08-22 09:51:36
91c80a74361247eb9336dbf669435c98,c8fa6c2b6b7142c39b76128d824bc8c2,1,,Pessimo!,2018-03-12 15:49:37,2018-03-12 18:49:37
b941e44240e74cf29a4638353f520b09,92b6dd37611d46458dfbaffb5a1bb96c,4,,Gostei bastante.,2018-01-27 14:43:04,2018-01-29 12:43:04
985d357cde874286a6de3d1d7ff26df3,3ae0a355b76d4ce2801c8724bca59754,4,,Gostei bastante.,2017-12-11 06:42:42,2017-12-14 02:42:42
a96738415dd3474c9b857cd5684a7a9f,852c53f7d5a849b894ddf219e301298f,5,,Otima compra!,2018-08-28 11:57:02,2018-08-30 08:57:02
89eafdae8d7f4619927c7f670ffc9597,ea4732743ac64d62a319fb4b54fb601c,3,,Produto ok.,2018-04-02 16:24:25,2018-04-04 05:24:25
8adb235be1114139abb0cb97d5ce0ae7,025193c22c08450db8091977a4f41294,5,,Muito bom!,2017-07-10 07:22:49,2017-07-11 20:22:49
993fa9d6410a41c4b55764c8e649e5c7,4e412520de2f4e4cba3d7756ed1e66cf,4,,Gostei bastante.,2017-06-07 19:33:55,2017-06-10 04:33:55
420b3ffc131d4d70b6093f5256308089,d1e536686bc144c0b8b6359674fef5f5,4,,Bom produto.,2018-04-16 18:02:52,2018-04-19 14:02:52
3c5bc0269bf34946a3bf5167243e06bf,332d8622762640e7958ace44ba18e7af,1,,Produto chegou quebrado.,2018-03-31 02:34:56,2018-04-01 21:34:56
bf853c3be7bf487bb5c297326f5a7e38,6bbef4ac05a5455aafe6e8018d1cf38b,5,,Produto excelente!,2017-12-11 02:03:48,2017-12-12 00:03:48
c3463d579504465d9bff1874cd9eff77,4c638a18fb5a44d1b6c77b5e93671a13,5,,Otima compra!,2017-09-23 17:30:33,2017-09-25 15:30:33
5fc07acb9da44b1a9a288c1c4795f69d,a6515dd277224913a22515659a9e1cf4,3,,Produto ok.,2017-08-05 18:34:54,2017-08-08 18:34:54
55f2b491567f45f7a1f39303f888651e,5e7dbd6639ea4f00a4003d79552243da,5,,Recomendo!,2017-03-22 08:27:34,2017-03-22 11:27:34
1f4d699f0f914aab826fc1b4b6416609,79705aa2e04e411a903bb9ba1ba85259,4,,Gostei bastante.,2018-05-22 02:36:06,2018-05-22 05:36:06
ec00bb2a63ad46d9a9d1c4d98c8a7a07,c882b0b964474e57913943a21bae5c41,4,,Gostei bastante.,2017-06-21 23:04:44,2017-06-23 08:04:44
cfc82f9b70a44ebfb29f15544f26a351,7578cf318d7141f58991958486ca8d70,2,,Decepcionante.,2017-05-26 10:36:57,2017-05-27 22:36:57
6813f8d3c0fa4c56b3f9ad59c8d1e9c5,c9eaf1b3892b4c43985ea2dc185404ec,5,,Otima compra!,2018-02-13 01:38:29,2018-02-14 02:38:29
d5b7e613093641bbb81d3bb9a0207f25,22c23ea2d66b43bf8158eaf240b9a4f1,5,,Produto excelente!,2018-06-22 23:03:45,2018-06-24 05:03:45
9e0449a2a4114b1b82fa49a643cedf2a,fb91ea1db09a40f6b30922a93f056e61,5,,Muito bom!,2017-10-14 09:05:06,2017-10-15 01:05:06
214e01b445df4be8995f612f880f5fb6,c8fca21913e541bb99c455eee1ad4cc3,5,,Otima compra!,2018-01-11 13:00:01,2018-01-11 21:00:01
510213eec09c495bac75b139c9da012d,a07e90fe02294d54bdf37c67e32a3442,3,,Esperava mais.,2017-06-10 13:33:31,2017-06-11 02:33:31
dcc941f57cda432987287b4d45c6c6d8,543a4211732f40adbf3e9af1c8d14392,4,,Gostei bastante.,2018-04-30 02:32:25,2018-05-01 14:32:25
f7e156367d354eb8aeee443d5ed4326b,11526c9d9223480882fba58e44d636a4,4,,Gostei bastante.,2017-07-22 14:41:31,2017-07-24 13:41:31
6013576417d745c6b47613f0b1349b57,81cd320abfbe46a9975076cda5b424a4,5,,Muito bom!,2018-02-05 01:26:57,2018-02-06 10:26:57
1101a69935da4bf79dac77a7d4b85bd2,79f5d4f97fa2419e97b6679ea3898db0,5,,Muito bom!,2017-04-12 14:57:05,2017-04-13 14:57:05
18ebb2f5498349bba9afffdedc7bfa58,723688952bbc4ff6a4223f20c4c4b301,5,,Produto excelente!,2017-09-03 07:58:49,2017-09-04 14:58:49
58852ba4fa074fd4b2b262a20716190c,6e489623e9bf4c1eb136f0d3aaab4eab,5,,Recomendo!,2018-05-04 00:10:35,2018-05-05 12:10:35
383c3d0674bc4b0ca20eb068438c3431,604a8cbe17f5492392348394183f15f4,5,,Muito bom!,2018-08-22 10:23:29,2018-08-24 21:23:29
4867a0d9b4dd40dda81e59d226841665,522bff0630cb43ff81726c67c06ec9b0,5,,Produto excelente!,2018-02-12 02:02:26,2018-02-13 13:02:26
32f8e8f5fc68481d940fb0088c88663a,90626c4df1914d469ded27b9758c1878,5,,Recomendo!,2017-07-30 05:23:11,2017-07-30 08:23:11
1cfe9c40569249f68301c8f87f238b86,890a05826a7a4363b56516bc2651a221,5,,Recomendo!,2017-07-20 22:23:20,2017-07-23 00:23:20
39302f0aacff4e16b55aa60bfa619d76,16cd5c29ba974c1cb0cf1404c5ea17f1,4,,Gostei bastante.,2017-05-27 23:45:43,2017-05-30 03:45:43
f7d6800b5a2e47c3a64e98a98b305461,1ba8e2aa61ef4709a0e842fc428219bc,4,,Bom produto.,2018-05-03 18:12:51,2018-05-05 08:12:51
2bf8b218197c42db8472790907d40cc4,8dc50684de644d52a031ef015c192db6,5,,Otima compra!,2018-02-14 02:36:54,2018-02-17 02:36:54
d0c37cef2df34f109a37bf9b5b3f241e,651966d8850b43a7be2e4b5c396df01a,1,,Pessimo!,2017-04-26 15:11:11,2017-04-29 05:11:11
06dfdf56da9549d982a397f6e8c5a0ed,de8c7a356c9941c08696750bae78f6bd,4,,Gostei bastante.,2018-07-17 06:14:21,2018-07-18 15:14:21
a0caf0b650ea48bd83e09df28c34970c,7c8b5464bede45249475e5de27df23ef,5,,Muito bom!,2017-04-25 10:52:59,2017-04-27 20:52:59
2fec67eb698846799580b75199b58572,7f910f159a1649ac985fa94d052b0b0e,5,,Muito bom!,2018-01-23 02:54:52,2018-01-24 14:54:52
ca1de34b878e4188a0bc6d9a62801fc7,c43b94cb642a41e696cba3475fbe8240,5,,Produto excelente!,2017-08-14 10:57:51,2017-08-14 23:57:51
ade7adf2ce3f438e828980345dd02f5f,40a43064b3d049ba9853d8579933c132,5,,Produto excelente!,2018-01-19 16:05:02,2018-01-21 23:05:02
ea3411792acf4e3fa3a4076b78e904dc,7a2cf985d73441b4aa0f6edeb51ccf5d,3,,Entrega demorou um pouco.,2017-10-16 19:37:18,2017-10-19 05:37:18
1da908147c5346a9a9132a064809388d,77e45f3d69fd416cbc1dc36007392df0,4,,Gostei bastante.,2018-02-11 17:27:47,2018-02-14 01:27:47
fac810f41434405a9f14cd987805921c,a40b41c947034f7789b0eb574f1f3f1a,4,,Bom produto.,2017-11-02 01:44:07,2017-11-02 12:44:07
aaca588cb6cb4e7bbcaf299fd2b4dd14,a75d0749502f42c88a4a295647579343,5,,Muito bom!,2017-06-21 17:11:37,2017-06-23 16:11:37
c9227d32a9514bbdb62adba98384f04a,87078fc39fa64ac0b0461e37bd8c75f5,3,,Produto ok.,2017-06-16 13:08:45,2017-06-18 09:08:45
e0a16bd6e90747aa97b307a57a3ed04e,5b8fa24929ed4b0d96d0c2b4a2f4213f,5,,Muito bom!,2018-05-15 11:10:58,2018-05-16 02:10:58
26ac28821c94403d840762a6fac15ac1,9cbb80db8f7440879ac055d943e9bd72,4,,Gostei bastante.,2017-12-09 20:19:35,2017-12-09 22:19:35
a8cc303e8acf404496b7331f212e827e,f2366270d5cc4648a305996e17ceadd5,5,,Otima compra!,2018-02-04 03:47:51,2018-02-06 13:47:51
f3de988bfd7440c2b11ec1e167e83c3b,0328ccfac4344715b6caf5e644149b81,4,,Bom produto.,2017-10-21 03:49:57,2017-10-23 03:49:57
f7a62866f0ef4e2bbfb3fd413f2bc576,abaf5bd7c87c480c8f52fb85dc5e051d,5,,Muito bom!,2017-09-23 15:16:57,2017-09-25 21:16:57
8ffa196c0192404e8d78b433ca68d00d,0dc93cf8d51f493cbfcfb9a6d96715d2,5,,Recomendo!,2018-04-07 05:00:14,2018-04-09 15:00:14
13f2425d3f474a4e9e86fc26599c7d0d,a594e32a40f64768bec736bd6de151f0,5,,Produto excelente!,2018-01-31 13:02:48,2018-02-02 00:02:48
e33958f4030943cd8de3b1e29745b94d,c7989191af1c4e2586130b4301e70f22,1,,Nao recomendo.,2017-06-19 07:48:42,2017-06-19 15:48:42
a395ef2598774b3a8b97bfc7e27699f7,4f2a4e2b2e0c44b18a13767a13b90110,3,,Entrega demorou um pouco.,2018-01-24 14:34:24,2018-01-24 17:34:24
03d5517296ff4c53ba98125d52f36139,a20bd3d0b2b743b39384c5ce7a767b4b,5,,Recomendo!,2017-07-22 16:04:00,2017-07-24 05:04:00
f4f4385af0f84ba6ac3ea40c27152087,51d7c5ee72dd4ce89ffc95b217cba3d9,4,,Bom produto.,2017-04-07 23:29:39,2017-04-10 20:29:39
c815246602904f7a88cd7aed13988d54,da7e7fc8abee4e0a85eaf4c8a15308db,4,,Bom produto.,2017-02-05 12:11:02,2017-02-07 12:11:02
